newspaper_name,article_title,publication_date,change_id,change_content,change_timestamp,classification
srf.ch/news,WM-Quali-Abschluss im Kosovo – Die Nati will mit Dominanz und Effizienz das WM-Ticket lösen,2025-11-17 18:37:45,,,,
srf.ch/news,Quali-Abschluss im Kosovo – Die Nati will mit Dominanz und Effizienz das WM-Ticket lösen,2025-11-17 18:37:45,,,,
srf.ch/news,Debatte um US-Fleischimporte – Konsumentenschutz verlangt Deklaration für Chlorhühner,2025-11-17 18:49:05,,,,
srf.ch/news,Vergiftungsverdacht – Auch Vater von deutscher Familie stirbt in Istanbul,2025-11-17 18:55:25,5586,"--- Database Content\n
+++ Fetched Content\n
@@ -1,8 +1,17 @@\n
-
            17.11.2025, 18:55
        

Im Verdacht steht Medienberichten zufolge eine Lebensmittelvergiftung oder eine Vergiftung durch Chemikalien zur Schädlingsbekämpfung. 
-Ein offizielles Gutachten zur Todesursache steht noch aus.

Nach Medienberichten wurden inzwischen elf Verdächtige festgenommen, darunter Essensverkäufer, Mitarbeitende des Hotels der Familie im Stadtteil Fatih und Mitarbeitende einer Firma für Schädlingsbekämpfung. 
-Ob die Festnahmen miteinander in Zusammenhang stehen, ist unklar.

Das Hotel der Familie wurde evakuiert und versiegelt. 
-Zuvor waren zwei weitere Touristen aus demselben Hotel mit Vergiftungserscheinungen im Spital behandelt worden. 
-Ein Zimmer sei mit Chemikalien zur Ungezieferbekämpfung desinfiziert worden, hiess es. 
-

Vater, Mutter und die Kinder sollen am Dienstag in den Stadtteil Ortaköy gefahren sein, berichtet die Zeitung «Sabah». 
-Dort hatte die Familie Streetfood-Gerichte zu sich genommen. 
-




                            SRF 4 News, 16.11.2025, 14 Uhr
                ;                                         
                        agenturen/bers;stav;sten
                    

Vergiftungs-Verdacht

Streetfood-Essen im Verdacht
+
            17.11.2025, 18:55
        

Die Mutter und ihre zwei Kinder, die in Istanbul Urlaub machten, waren in der vergangenen Woche gestorben. 
+Ermittler vermuteten bisher eine Lebensmittelvergiftung. 
+

Sie gehen aber auch Hinweisen auf eine Vergiftung durch Chemikalien nach, die Berichten zufolge bei der Bekämpfung von Ungeziefer im Hotel der Familie verwendet wurden. 
+Konkrete Beweise sind bisher noch nicht öffentlich gemacht worden.  

Am Montagabend wurde nach Angaben der Nachrichtenagentur Anadolu gegen vier Verdächtige Haftbefehl erlassen. 
+Dabei handelte es sich um Verkäufer von Süssigkeiten, gefüllten Muscheln und einem Gericht aus Kalbsdärmen (Kokorec) sowie einen Besitzer eines Cafés. 
+Ihnen werde fahrlässige Tötung vorgeworfen. 
+Die Familie hatte bei den Verdächtigen gegessen.  

Zwar seien die Lebensmittel in zwei Fällen als verzehrbar eingestuft worden, die Proben seien aber erst wenige Tage, nachdem die Familie dort gegessen hatte, genommen worden, so Anadolu unter Berufung auf die Staatsanwaltschaft. 
+Die Ergebnisse zu den Proben der anderen Verkäufer stünden noch aus. 
+

In der Türkei werden Restaurants und Strassenverkäufer zwar kontrolliert, die Kontrolldichte ist jedoch insbesondere in touristisch stark frequentierten Gebieten Experten zufolge oft unzureichend. 
+

Der türkische Präsident Recep Tayyip Erdogan sagte nach Angaben der Nachrichtenagentur Anadolu, Verstösse, die die Sicherheit von Lebensmitteln gefährdeten, werde man nicht dulden.  



Insgesamt sind elf Verdächtige in Gewahrsam, darunter Hotelangestellte und Mitarbeiter einer Firma für Schädlingsbekämpfung. Die Veröffentlichung toxikologischer Gutachten von Lebensmittelproben sowie eines Gutachtens der Gerichtsmedizin steht noch aus. 
+

Die Nachrichtenagentur DHA berichtete, nur Stunden vor den Vergiftungserscheinungen der Familie sei ein Zimmer im Erdgeschoss des Hotels mit einem Pestizid gegen Bettwanzen besprüht worden. 
+Es werde untersucht, ob eine Substanz durch die Badezimmerlüftung in das Zimmer der Familie gelangt sein könnte und diese vergiftet habe.  

Das Hotel der Familie war in den Fokus geraten, nachdem zwei weitere Gäste wegen Übelkeit und Erbrechen behandelt werden mussten. 
+Ein Zimmer sei mit Chemikalien desinfiziert worden, hiess es. 
+Das Hotel wurde evakuiert und versiegelt. 
+

Vater, Mutter und die Kinder waren vor einer Woche nach Istanbul gereist. 
+Am Mittwoch war die Familie Anadolu zufolge wegen Übelkeit und Erbrechens in ein Spital mit Verdacht auf Lebensmittelvergiftung eingeliefert und zwischenzeitlich entlassen worden.  

Nachdem sich der Zustand verschlechtert hatte, wurde die gesamte Familie in der Nacht erneut in ein Spital gebracht. 
+Kurz darauf starben beide Kinder, am Freitag dann die Mutter.




                            SRF 4 News, 16.11.2025, 14 Uhr
                ;                                         
                        agenturen/bers;stav;sten
                    

Vergiftungs-Verdacht

Streetfood-Essen im Verdacht",2025-11-17 20:33:17.445824,content change
srf.ch/news,– Polyamorie – und was wir von ihr lernen können,2025-11-17 18:59:54,,,,
srf.ch/news,Offenes Liebesleben – Polyamorie – und was wir von ihr lernen können,2025-11-17 18:59:54,18469,"--- Database Content\n
+++ Fetched Content\n
@@ -5,7 +5,7 @@\n
 

Was in Kinderaugen selbstverständlich ist, erleben Erwachsene komplizierter. 
 Unsere Gesellschaft hält an der Vorstellung fest, dass die wahre Liebe romantisch, sexuell und exklusiv gedacht werden muss, also mit Blick auf eine Person. 
 

Doch ist polyamor gleich flatterhaft in Liebesdingen? 
-Gegen dieses Klischee argumentiert Toni Loh, Professur für Angewandte Ethik an der Hochschule Bonn-Rhein-Siegen. 
+Gegen dieses Klischee argumentiert Toni Loh, Professur für Angewandte Ethik an der Hochschule Bonn-Rhein-Sieg. 
 Polyamorie heisst für Loh, nicht nur viele Menschen zu lieben und verschiedene Beziehungen zu pflegen, sondern auch eine sorgsame Haltung zu entwickeln: zu uns selbst, zu unseren Mitmenschen, zur Welt.

Polyamorie – zusammengesetzt aus dem griechischen polys (viel) und dem lateinischen amor (Liebe) – bezeichnet das gleichzeitige Eingehen mehrerer Liebesbeziehungen. 
 

Im allgemeinen Sprachgebrauch wird Polyamorie fälschlicherweise als blosser Gegensatz zur Monogamie verstanden, also das gleichzeitige Eingehen mehrerer Sexualkontakte. 
 

In dieser rein quantitativen Definition geht jedoch verloren, dass es in der Polyamorie um Liebe geht. ",2025-11-19 09:43:03.470879,typo
srf.ch/news,Kooperation mit der Justiz – Tessiner Parlament will Anzeigepflicht bei Missbrauch in Kirche,2025-11-17 20:00:27,,,,
srf.ch/news,Kooperation mit der Justiz – Tessin geht voran: Anzeigepflicht bei Missbrauch in der Kirche,2025-11-17 20:00:27,,,,
srf.ch/news,– Auch Vater von deutscher Familie stirbt in Istanbul,2025-11-17 20:22:02,,,,
srf.ch/news,Oberste Kantonschemikerin – PFAS in Lebensmitteln: Teil-Entwarnung mit regionalen Risiken,2025-11-17 21:00:20,6017,"--- Database Content\n
+++ Fetched Content\n
@@ -1,5 +1,5 @@\n
 
            17.11.2025, 21:00
        

Eine erstmalige nationale Studie hat PFAS-Rückstände in Fleisch, Fisch, Eiern, Milch und Milchprodukten untersucht. 
-Alda Breitenmoser, Präsidentin des Verbands der Kantonschemikerinnen und Kantonschemiker der Schweiz, ist positiv überrascht, warnt aber vor lokalen Hotspots.


Alda Breitenmoser



        Präsidentin Verband der Kantonschemikerinnen und Kantonschemiker
    

Alda Breitenmoser ist die Präsidentin des Verbands der Kantonschemikerinnen und Kantonschemiker. 
+Alda Breitenmoser, Präsidentin des Verbands der Kantonschemikerinnen und Kantonschemiker der Schweiz, ist von den Resultaten positiv überrascht, warnt aber vor lokalen Hotspots.


Alda Breitenmoser



        Präsidentin Verband der Kantonschemikerinnen und Kantonschemiker
    

Alda Breitenmoser ist die Präsidentin des Verbands der Kantonschemikerinnen und Kantonschemiker. 
 Die promovierte Veterinärmedizinerin leitet als Kantonschemikerin das Amt für Verbraucherschutz Aargau.



SRF: Ihr Verband hat rund 900 Lebensmittel auf PFAS untersucht. 
 Warum diese Studie? 
 

Alda Breitenmoser: Seit letztem Jahr gelten in der Schweiz neue Höchstwerte für PFAS in Fleisch, Fisch und Eiern. ",2025-11-17 21:52:48.767853,content change
srf.ch/news,Round-up WM-Quali – Niederlande sichern sich das WM-Ticket – Kroatien dreht 0:2,2025-11-17 22:43:36,,,,
srf.ch/news,"WM-Qualifikation, Gruppe A – «Völlig losgelöst»: Deutschland schiesst sich mit 6:0 an die WM",2025-11-17 22:43:41,,,,
srf.ch/news,– «Völlig losgelöst»: Deutschland schiesst sich mit 6:0 an die WM,2025-11-17 22:43:41,,,,
srf.ch/news,Krieg in der Ukraine – Polen macht Russland für Anschlag auf Bahnstrecke verantwortlich,2025-11-17 22:54:58,,,,
srf.ch/news,Krieg in der Ukraine – Polen vermutet russischen Geheimdienst hinter Bahnexplosion,2025-11-17 22:54:58,10491,"--- Database Content\n
+++ Fetched Content\n
@@ -1,4 +1,4 @@\n
-
Autor: 

Am Ticker ist Cindy Schneeberger



Angesichts der humanitären Krise in der Ukraine sammelt die Glückskette Spenden für die betroffene ukrainische Bevölkerung. 
+
Autor: 

Am Ticker ist Nico Schwab



Angesichts der humanitären Krise in der Ukraine sammelt die Glückskette Spenden für die betroffene ukrainische Bevölkerung. 
 Millionen Menschen – vor allem Kinder, Frauen und ältere Menschen – sind bereits geflohen und suchen Zuflucht in den Nachbarländern oder in Gebieten im Landesinnern, die von Kämpfen verschont geblieben sind. 
 Die Glückskette unterstützt geflüchtete Menschen über ihre Partnerorganisationen innerhalb der Ukraine, den Nachbarländern Polen, Rumänien, Moldau und Ungarn sowie in der Schweiz.

Spenden können unter www.glueckskette.ch oder auf das Postkonto 10-15000-6, Vermerk «Krise in der Ukraine», getätigt werden.



Die Kämpfe in der Ukraine halten an. 
 Hier finden Sie alle unsere Inhalte zum Krieg in der Ukraine.



Quellen: Agenturen, SRF


                            Tagesschau, 17.11.2025, 19:30 Uhr
                                                

Krieg in der Ukraine

Russlands Ukraine-Krieg

Krieg in der Ukraine",2025-11-18 12:52:46.166239,typo
srf.ch/news,Krieg in der Ukraine – Polen: Russlands Geheimdienst steckt hinter Anschlag auf Zuglinie,2025-11-17 22:54:58,11143,"--- Database Content\n
+++ Fetched Content\n
@@ -1,4 +1,4 @@\n
-
Autor: 

Am Ticker ist Nico Schwab



Angesichts der humanitären Krise in der Ukraine sammelt die Glückskette Spenden für die betroffene ukrainische Bevölkerung. 
+
Autor: 

Am Ticker ist Miriam Thölke



Angesichts der humanitären Krise in der Ukraine sammelt die Glückskette Spenden für die betroffene ukrainische Bevölkerung. 
 Millionen Menschen – vor allem Kinder, Frauen und ältere Menschen – sind bereits geflohen und suchen Zuflucht in den Nachbarländern oder in Gebieten im Landesinnern, die von Kämpfen verschont geblieben sind. 
 Die Glückskette unterstützt geflüchtete Menschen über ihre Partnerorganisationen innerhalb der Ukraine, den Nachbarländern Polen, Rumänien, Moldau und Ungarn sowie in der Schweiz.

Spenden können unter www.glueckskette.ch oder auf das Postkonto 10-15000-6, Vermerk «Krise in der Ukraine», getätigt werden.



Die Kämpfe in der Ukraine halten an. 
 Hier finden Sie alle unsere Inhalte zum Krieg in der Ukraine.



Quellen: Agenturen, SRF


                            Tagesschau, 17.11.2025, 19:30 Uhr
                                                

Krieg in der Ukraine

Russlands Ukraine-Krieg

Krieg in der Ukraine",2025-11-18 14:42:32.173464,typo
srf.ch/news,Krieg in der Ukraine – Spanien stellt Ukraine 817 Mio Euro Hilfe in Aussicht,2025-11-17 22:54:58,13447,"--- Database Content\n
+++ Fetched Content\n
@@ -1,4 +1,4 @@\n
-
Autor: 

Am Ticker ist Cindy Schneeberger



Angesichts der humanitären Krise in der Ukraine sammelt die Glückskette Spenden für die betroffene ukrainische Bevölkerung. 
+
Autor: 

Am Ticker ist Miriam Thölke



Angesichts der humanitären Krise in der Ukraine sammelt die Glückskette Spenden für die betroffene ukrainische Bevölkerung. 
 Millionen Menschen – vor allem Kinder, Frauen und ältere Menschen – sind bereits geflohen und suchen Zuflucht in den Nachbarländern oder in Gebieten im Landesinnern, die von Kämpfen verschont geblieben sind. 
 Die Glückskette unterstützt geflüchtete Menschen über ihre Partnerorganisationen innerhalb der Ukraine, den Nachbarländern Polen, Rumänien, Moldau und Ungarn sowie in der Schweiz.

Spenden können unter www.glueckskette.ch oder auf das Postkonto 10-15000-6, Vermerk «Krise in der Ukraine», getätigt werden.



Die Kämpfe in der Ukraine halten an. 
 Hier finden Sie alle unsere Inhalte zum Krieg in der Ukraine.



Quellen: Agenturen, SRF


                            Tagesschau, 17.11.2025, 19:30 Uhr
                                                

Krieg in der Ukraine

Russlands Ukraine-Krieg

Krieg in der Ukraine",2025-11-18 20:34:08.980539,typo
srf.ch/news,Krieg in der Ukraine – Spanien stellt Ukraine 817 Millionen Euro Hilfe in Aussicht,2025-11-17 22:54:58,17849,"--- Database Content\n
+++ Fetched Content\n
@@ -1,4 +1,4 @@\n
-
Autor: 

Am Ticker ist Marisa Jill Haring



Angesichts der humanitären Krise in der Ukraine sammelt die Glückskette Spenden für die betroffene ukrainische Bevölkerung. 
+
Autor: 

Am Ticker ist Eveline Kobler



Angesichts der humanitären Krise in der Ukraine sammelt die Glückskette Spenden für die betroffene ukrainische Bevölkerung. 
 Millionen Menschen – vor allem Kinder, Frauen und ältere Menschen – sind bereits geflohen und suchen Zuflucht in den Nachbarländern oder in Gebieten im Landesinnern, die von Kämpfen verschont geblieben sind. 
 Die Glückskette unterstützt geflüchtete Menschen über ihre Partnerorganisationen innerhalb der Ukraine, den Nachbarländern Polen, Rumänien, Moldau und Ungarn sowie in der Schweiz.

Spenden können unter www.glueckskette.ch oder auf das Postkonto 10-15000-6, Vermerk «Krise in der Ukraine», getätigt werden.



Die Kämpfe in der Ukraine halten an. 
 Hier finden Sie alle unsere Inhalte zum Krieg in der Ukraine.



Quellen: Agenturen, SRF


                            Tagesschau, 17.11.2025, 19:30 Uhr
                                                

Krieg in der Ukraine

Russlands Ukraine-Krieg

Krieg in der Ukraine",2025-11-19 08:03:27.059753,typo
srf.ch/news,"Q&A Kinderwunsch – «Wie gross ist die Chance, künstlich schwanger zu werden?»",2025-11-17 23:05:35,,,,
srf.ch/news,"Q&A Kinderwunsch – «Was ist der häufigste Grund, dass Schwangerschaft nicht klappt?»",2025-11-17 23:05:35,9513,"--- Database Content\n
+++ Fetched Content\n
@@ -2,7 +2,7 @@\n
 Madeleine Bernet
Pflegewissenschaftlerin
Berner Fachhochschule BFH

Verena Ehrbar
Psychotherapeutin
Frauenklinik Universitätsspital Basel

Barbara Gantner
Beraterin, Homöopathin & Pflegefachfrau
appella.ch

Dr. 
 Anna Raggi
Gynäkologin und Reproduktionsmedizinerin
fertisuisse.ch

Prof. 
 Michael von Wolff
Gynäkologe und Endokrinologe
Universitätsklinik für Frauenheilkunde, Bern
IVF-Naturelle

Dr. 
-David Zimmermann
Facharzt für Urologie, Spezialist für Andrologie
Uroviva – Andrologiezentrum Zürich




Die nachfolgenden Aussagen und Empfehlungen ersetzen nicht die individuelle Abklärung oder Diagnose bei Ihrer Ärztin oder Ihrem Arzt.

Guten Abend 
Mich würde interessieren, was der häufigste Grund ist, dass es mit der Schwangerschaft nicht klappt. 
+David Zimmermann
Facharzt für Urologie, Spezialist für Andrologie
Uroviva – Andrologiezentrum Zürich




Die nachfolgenden Aussagen und Empfehlungen ersetzen nicht die individuelle Abklärung oder Diagnose bei Ihrer Ärztin oder Ihrem Arzt.

Mich würde interessieren, was der häufigste Grund ist, dass es mit der Schwangerschaft nicht klappt. 
 Liegt es eher an den Männern, also Spermien, oder bei den Frauen?

Barbara Gantner: Der häufigste Grund mit ca. 
 35 % ist die Spermienqualität des Mannes. 
 Bei ca. 
@@ -14,8 +14,11 @@\n
 Herzlichen Dank für Ihre Antwort.

Barbara Gantner: Es gibt keine Garantie auf ein Kind, auch nicht durch eine künstliche Befruchtung. 
 Die Chance pro Behandlungszyklus liegt etwas bei 20%.

Was kann ich als Mann machen, für eine bessere Spermienqualität? 
 Die Menge und Beweglichkeit ist gut. 
-Viele sind unförmig. 
-

Mein Zyklus war schon immer sehr unregelmässig. 
+Viele sind unförmig.

David Zimmermann: Für eine bessere Spermienqualität, insbesondere wenn viele Spermien fehlgeformt sind, gibt es keine einzelne gezielte Behandlung. 
+Ein gesunder Lebensstil kann jedoch unterstützend wirken: Dazu gehört, das Körpergewicht zu optimieren, sich ausgewogen zu ernähren, auf Nikotin und Drogen zu verzichten und Alkohol nur in geringen Menge zu konsumieren. 
+Regelmässige Hitzeeinwirkung, zum Beispiel durch Sauna oder heisse Bäder, sollte möglichst vermieden werden. 
+Vitamine und Antioxidantien können zusätzlich eingesetzt werden, die wissenschaftliche Datenlage dazu ist aber nicht sehr stark. 
+Oft hilft schon eine konsequente Lebensstiloptimierung, um die Spermienqualität zu verbessern.

Mein Zyklus war schon immer sehr unregelmässig. 
 Ich hatte pro Jahr ca. 
 4x die Mens, mit der Spirale blieb sie dann ganz aus. 
 Nach dem entfernen der Spirale hat es dann glücklicherweise trotzdem sehr schnell geklappt, schwanger zu werden. 
@@ -26,16 +29,12 @@\n
 Wie lange sollen wir noch «Geduld haben», bis wir uns bei einem Kinderwunschzentrum melden?

Anna Raggi: Wir empfehlen ein Kinderwunschzentrum aufzusuchen, wenn Sie nach 12 Monaten versuchen nicht schwanger werden. 
 Wenn man über 35 Jahren alt ist, kann man auch nach 6 Monaten die erste Abklärungen machen lassen. 
 Da Sie keine Blutung seit 7 Monaten haben, könnten Sie schon jetzt die Frauenärztin konsultieren und oder bald sich bei einem Kinderwunschzentrum melden. 
-Lieber früher als spät.

David Zimmermann: Für eine bessere Spermienqualität, insbesondere wenn viele Spermien fehlgeformt sind, gibt es keine einzelne gezielte Behandlung. 
-Ein gesunder Lebensstil kann jedoch unterstützend wirken: Dazu gehört, das Körpergewicht zu optimieren, sich ausgewogen zu ernähren, auf Nikotin und Drogen zu verzichten und Alkohol nur in geringen Menge zu konsumieren. 
-Regelmässige Hitzeeinwirkung, zum Beispiel durch Sauna oder heisse Bäder, sollte möglichst vermieden werden. 
-Vitamine und Antioxidantien können zusätzlich eingesetzt werden, die wissenschaftliche Datenlage dazu ist aber nicht sehr stark. 
-Oft hilft schon eine konsequente Lebensstiloptimierung, um die Spermienqualität zu verbessern.

Kann es sein, dass Endometriose schuld ist an sehr häufigem unerfülltem Kinderwunsch?

Madeleine Bernet: Vielen Dank für Ihre Frage. 
+Lieber früher als spät.

Kann es sein, dass Endometriose schuld ist an sehr häufigem unerfülltem Kinderwunsch?

Madeleine Bernet: Vielen Dank für Ihre Frage. 
 Ja, Endometriose kann tatsächlich eine häufige Ursache im Zusammenhang mit einem unerfüllten Kinderwunsch sein. 
 Gleichzeitig ist wichtig zu wissen, dass viele Betroffene trotz Endometriose schwanger werden können und heute verschiedene Behandlungsmöglichkeiten zur Verfügung stehen.

39 Jahre alt. 
 Plane eine natürliche Schwangerschaft nach wiederkehrender Endometriose und einer Bauchspiegelung. 
 Derzeit keine Hormontherapie. 
-Regelmässiger Zyklus.“

Anna Raggi: Das ist gut, wenn Sie eine Schwangerschaft planen. 
+Regelmässiger Zyklus.

Anna Raggi: Das ist gut, wenn Sie eine Schwangerschaft planen. 
 Ich würde Ihnen empfehlen, dass Sie sich in einem Kinderwunschzentrum untersuchen lassen, wenn Sie in den nächsten 6 Monaten nicht schwanger werden. 
 Das aufgrund ihres Alters und die Vorgeschichte von Endometriose.

Mich würde interessieren wie es mit der künstlichen Befruchtung für singel Frauen aussieht in der Schweiz?. 
 Ob es in naher oder fernen Zukunft in der Schweiz möglich sein wird? 
@@ -443,7 +442,7 @@\n
 Seit dem 1. 
 Juli 2022 haben gleichgeschlechtliche Ehepaare mehr Rechte in der Schweiz. 
 Leihmutterschaft im Ausland wird auch oftmals in Betracht gezogen. 
-Es gibt einige Communities in diesem Bereich, z.B hier
 Von herzen alles Gute!

Guten Abend, wir haben beide einen Kinderwunsch und sind gemäss Abklärungen beide gesund. 
+Es gibt einige Communities in diesem Bereich, z.B hier: https://www.regenbogenfamilien.ch/regenbogenfamilien/
 Von herzen alles Gute!

Guten Abend, wir haben beide einen Kinderwunsch und sind gemäss Abklärungen beide gesund. 
 Leider klappte es bislang auf natürlichem Weg nicht. 
 Nun starten wir diesen Zyklus mit der ersten Insemination und sind positiv. 
 Ich muss dabei 5 Tage lang täglich 2 Tabletten Letrozol einnehmen, ein Medikament, welches eigentlich in der Onkologie eingesetzt wird. 
@@ -612,4 +611,4 @@\n
 Jetzt erfreuen sich Paare in meinem Alter an denEnkelkinder und erleben deren Entwicklung im aktuellen Zeitgeschehen. 
 Ich denke an euch alle und weine mit.

Madeleine Bernet: Vielen Dank für Ihre Rückmeldung und dass Sie Ihre Geschichte so offen teilen. 
 Die Medizin hat sich seither zwar stark weiterentwickelt, doch die emotionale Belastung bleibt gleich bestehen, genau das kam im Beitrag sehr deutlich zum Vorschein. 
-Vielen Dank und alles Gute!

 


                            SRF 1, Puls, 17.11.2025, 21:05 Uhr
                ;                                         
                        bosl
                    
+Vielen Dank und alles Gute!


                            SRF 1, Puls, 17.11.2025, 21:05 Uhr
                ;                                         
                        bosl
                    ",2025-11-18 09:22:26.375802,content change
srf.ch/news,Die Lage in Nahost – UNO-Sicherheitsrat sichert Gaza-Friedensplan ab,2025-11-17 23:49:26,,,,
srf.ch/news,Die Lage in Nahost – UNO-Sicherheitsrat stimmt Gaza-Friedensplan zu,2025-11-17 23:49:26,8538,"--- Database Content\n
+++ Fetched Content\n
@@ -1,4 +1,4 @@\n
-
Autor: 

Am Ticker ist Ronja Bollinger



Die Eskalation des Krieges im Nahen Osten hat zu einer humanitären Krise im Gazastreifen geführt. 
+
Autor: 

Am Ticker ist Nico Schwab



Die Eskalation des Krieges im Nahen Osten hat zu einer humanitären Krise im Gazastreifen geführt. 
 Wegen der sich täglich verschlechternden Lage der Zivilbevölkerung verstärkt die Glückskette ihre Hilfe für die Betroffenen der humanitären Krise in der Region und ruft erneut dringend zu Spenden auf.

Die Glückskette unterstützt ihre Schweizer Partnerorganisationen vor Ort – sie hilft dort, wo die humanitären Bedürfnisse am grössten sind. 
 Diese Partnerorganisationen garantieren die Überwachung der Hilfeleistungen und sie garantieren dafür, dass die Hilfe die Not leidenden Menschen erreicht. 
 Hier können Sie spenden.

Weitere Informationen finden Sie auf der Seite der Glückskette.



Die Konflikte in Israel, im Westjordanland, im Gazastreifen und in Libanon halten an. ",2025-11-18 05:52:59.724442,typo
srf.ch/news,Die Lage in Nahost – UNO-Sicherheitsrat stimmt Gaza-Friedensplan zu – Hamas dagegen,2025-11-17 23:49:26,10148,"--- Database Content\n
+++ Fetched Content\n
@@ -1,4 +1,4 @@\n
-
Autor: 

Am Ticker ist Nico Schwab



Die Eskalation des Krieges im Nahen Osten hat zu einer humanitären Krise im Gazastreifen geführt. 
+
Autor: 

Am Ticker ist Cindy Schneeberger



Die Eskalation des Krieges im Nahen Osten hat zu einer humanitären Krise im Gazastreifen geführt. 
 Wegen der sich täglich verschlechternden Lage der Zivilbevölkerung verstärkt die Glückskette ihre Hilfe für die Betroffenen der humanitären Krise in der Region und ruft erneut dringend zu Spenden auf.

Die Glückskette unterstützt ihre Schweizer Partnerorganisationen vor Ort – sie hilft dort, wo die humanitären Bedürfnisse am grössten sind. 
 Diese Partnerorganisationen garantieren die Überwachung der Hilfeleistungen und sie garantieren dafür, dass die Hilfe die Not leidenden Menschen erreicht. 
 Hier können Sie spenden.

Weitere Informationen finden Sie auf der Seite der Glückskette.



Die Konflikte in Israel, im Westjordanland, im Gazastreifen und in Libanon halten an. ",2025-11-18 11:42:29.538803,typo
srf.ch/news,Einigung im Zollstreit – Zoll-Deal mit USA: Parlamentarier sind skeptisch,2025-11-18 05:41:21,,,,
srf.ch/news,Tat jährt sich zum 30. Mal – Mord an ägyptischem Diplomaten bleibt unaufgeklärt,2025-11-18 05:43:44,10146,"--- Database Content\n
+++ Fetched Content\n
@@ -8,9 +8,8 @@\n
 Vom Mordvorwurf hatte ihn das Bundesstrafgericht bereits im Februar mangels Beweisen freigesprochen; die Bundesanwaltschaft verzichtete darauf, das Urteil anzufechten.

Der Mord ist verjährt: Vergangenen Donnerstag jährte sich die Tat zum 30. 
 Mal. 
 Anders als in Nachbarländern wie Deutschland, Österreich oder Italien verjährt Mord in der Schweiz nach 30 Jahren. 
-Hätte die Bundesanwaltschaft den Freispruch angefochten, wäre die Frist unterbrochen worden. 
-Da sie darauf verzichtete, trat am 13. 
-November 2025 die absolute Verjährung ein.

Die Auftraggeber bleiben im Dunkeln: Bei verjährten Fällen dürfen die Schweizer Behörden nicht mehr ermitteln. 
+Am 13. 
+November 2025 ist also die absolute Verjährung eingetreten.

Die Auftraggeber bleiben im Dunkeln: Bei verjährten Fällen dürfen die Schweizer Behörden nicht mehr ermitteln. 
 Sie dürfen also auch nicht nachforschen, wer die Hinterleute des Mordes am ägyptischen Diplomaten waren. 
 Es gibt Spekulationen, Islamisten könnten den Mord in Auftrag gegeben haben, um den Diplomaten daran zu hindern, den Spuren der Muslimbruderschaft in Europa nachzugehen.

Kurzeinschätzung von SRF-Gerichtskorrespondentin Sibilla Bondolfi

Die Schweiz hat mit dem späten Prozess falsche Hoffnungen geweckt – vor allem in Ägypten, wo der Fall in den Medien und auf den sozialen Netzwerken für Aufmerksamkeit gesorgt hat. 
 Umso grösser dürfte nun die Enttäuschung sein: Der Mord ist verjährt, die Auftraggeber bleiben für immer im Dunkeln. ",2025-11-18 11:42:29.484074,content change
srf.ch/news,Wein im Jahr 2025 – Weltweit zweitschlechteste Weinernte der letzten 60 Jahre,2025-11-18 05:46:49,10008,"--- Database Content\n
+++ Fetched Content\n
@@ -1,5 +1,4 @@\n
-Erste Prognosen deuten auf eine weltweit schwache Weinernte hin. 
-Das dritte Jahr in Folge. 
+Erste Prognosen deuten auf eine weltweit schwache Weinernte hin – das dritte Jahr in Folge. 
 In der Schweiz geht es hingegen nach oben.


Autor: 

Manuel Rentsch




            18.11.2025, 05:46
        

Erste Schätzungen: Neue Zahlen zeigen, dass Winzerinnen und Winzer weltweit im laufenden Jahr 23 Milliarden Liter Wein produzieren. 
 Das ist zwar ein Anstieg von drei Prozent im Vergleich zur historisch schwachen Ernte von 2024, allerdings liegt die Produktion damit deutlich unter dem Durchschnitt der letzten Jahre. 
 Es ist die zweitniedrigste Ernte seit über 60 Jahren. ",2025-11-18 11:12:51.303461,typo
srf.ch/news,Smartphone in Kinderhänden – Handy erst ab der 7. Klasse? Eltern setzen auf gemeinsame Regeln,2025-11-18 05:50:27,,,,
srf.ch/news,Auswüchse des Föderalismus – Die Kantone driften finanziell auseinander – das sind die Folgen,2025-11-18 05:55:21,8639,"--- Database Content\n
+++ Fetched Content\n
@@ -1,5 +1,5 @@\n
 Zug als reichster Kanton kann sich Dinge leisten, von denen andere nur träumen. 
-Braucht es eine gerechtere andere Verteilung?


            18.11.2025, 05:55
        

Dank des Föderalismus haben die Kantone viel zu sagen in der Schweiz. 
+Braucht es eine andere Verteilung?


            18.11.2025, 05:55
        

Dank des Föderalismus haben die Kantone viel zu sagen in der Schweiz. 
 Dieses Prinzip sehen viele als Mitgrund für die politische Stabilität und die hohe Wirtschaftskraft des Landes. 
 Doch der Föderalismus ist auch verantwortlich dafür, dass die Kantone finanziell immer weiter auseinanderdriften. 
 Dies, weil die Kantone unter anderem ihre eigene Steuerstrategie festlegen können. ",2025-11-18 06:12:44.927094,content change
srf.ch/news,– Weltweit zweitschlechteste Weinernte der letzten 60 Jahre,2025-11-18 05:59:18,,,,
srf.ch/news,Auswüchse des Föderalismus – Zug schwimmt im Geld und andernorts fehlt es – die Folgen,2025-11-18 06:33:00,,,,
srf.ch/news,– Zug schwimmt im Geld und andernorts fehlt es – die Folgen,2025-11-18 06:33:00,,,,
